username,content,label,clean_teks
Rahmadh89382377,1 . Di inggris semuanya udah serba listrik untuk kendaraan lnya. Negara Indonesia juga bisa lebih mantap kalau  udah ganti dengan mobil dan motor listrik #pakemotorlistrikyuk #pakemobillistrikyuk  #pakebislistrikyuk #lebihhemat,2,"['inggris', 'serba', 'listrik', 'kendara', 'lnya', 'negara', 'indonesia', 'mantap', 'ganti', 'mobil', 'motor', 'listrik']"
nrslhst,Happy banget aku waktu pas pertama kali ngerasain naik mobil listrik #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat,2,"['senang', 'banget', 'mobil', 'listrik']"
rismaaanzzh,"Indonesia udah mulai ada mobil listrik yah, wih keren banget
#pakemotorlistrikyuk 
#pakemobillistrikyuk
#pakebislistrikyuk
#lebihhemat",2,"['indonesia', 'mobil', 'listrik', 'keren', 'banget']"
Elvadanvt,"Halo guys kalian tau gak sih? Di Indonesia saat ini, motor, mobil dan bis menggunakan tenaga listrik loh! Keren banget gak jauh kalah dengan negara yang lain #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",2,"['halo', 'indonesia', 'motor', 'mobil', 'habis', 'tenaga', 'listrik', 'keren', 'banget', 'kalah', 'negara']"
inisayaudin,"Selain mengurangi polusi, kendaraan listrik juga mengurangi polusi suara kok bisa? sebagai contoh mobil listrik yang menggunakan Accoustic Vehicle Alert System (AVA) yang bisa mengurangi suara yang berisik.#pakemotorlistrikyuk 
#pakemobillistrikyuk
#pakebislistrikyuk
#lebihhemat",1,"['polusi', 'kendara', 'listrik', 'polusi', 'suara', 'contoh', 'mobil', 'listrik', 'accoustic', 'vehicle', 'alert', 'system', 'ava', 'suara']"
Zeddhun,"Pernah nyoba sepeda listrik asik banget, Seneng gak nih Indonesia makin maju dan sekarang juga udah pada banyak menggunakan sepeda listrik atau motor listrik, mobil listrik #pakemotorlistrikyuk #pakemobillistrikyuk
#pakebislistrikyuk
#lebihhemat",2,"['nyoba', 'sepeda', 'listrik', 'asik', 'banget', 'senang', 'indonesia', 'maju', 'sepeda', 'listrik', 'motor', 'listrik', 'mobil', 'listrik']"
zakkafm,"mengesampingkan setuju atau tidaknya saya dengan kebijakan ini, insentif mobil / motor listrik itu untuk konsumen apa untuk pabrik / perusahaan?",1,"['samping', 'tuju', 'bijak', 'insentif', 'mobil', 'motor', 'listrik', 'konsumen', 'pabrik', 'usaha']"
LuqmanBeeNKRI,"Mobil dan motor listrik memiliki keunggulan hebat yg bisa menarik minat masyarakat utk beli dan memakainya. 

Krn itu, Pemerintah tdk perlu beri subsidi pembelain mobil listrik. Yg diperlukan, memperbanyak Stasiun Pengisian Listrik Kendaraan Umum.

#TolakSubsidiMobilListrik",2,"['mobil', 'motor', 'listrik', 'milik', 'unggul', 'hebat', 'tarik', 'minat', 'masyarakat', 'beli', 'perintah', 'subsidi', 'bain', 'mobil', 'listrik', 'stasiun', 'isi', 'listrik', 'kendara']"
MichaelLintang7,"Info lur, affh iyh mobil listrik kalau dicuci bisa konslet",1,"['informasi', 'mobil', 'listrik', 'cuci', 'konslet']"
core7070,"Udah eranya nih mobil listrik.. as per your request, will try",2,"['era', 'mobil', 'listrik', 'as', 'your', 'request', 'will', 'coba']"
Intel_ORBA,"Pengusaha mobil listrik itu paham,ga; si : kalau orang Indonesia itu mayoritas beli mobil milih yang kalau dijual kembali harga masih okey. Lah mobil/motor listrik?",0,"['usaha', 'mobil', 'listrik', 'paham', 'orang', 'indonesia', 'mayoritas', 'beli', 'mobil', 'milih', 'jual', 'harga', 'okey', 'mobil', 'motor', 'listrik']"
dandyekaaa,NAWAITU MEMBELI MOBIL LISTRIK DI MASA DEPAN. AAMIIN,1,"['beli', 'mobil', 'listrik']"
ombvds,"Subsidi mobil dan motor listrik yg joran kayaknya cuman apaan tu istilah kata utopia ato vagetoz yang intinya membuai masyarakat seolah pemerintah peduli pdhl kalau beneran peduli ya benerin transportasi publiknya aja, tapi kan g bisa dpt cuan gede maybe",0,"['subsidi', 'mobil', 'motor', 'listrik', 'joran', 'kayak', 'istilah', 'utopia', 'vagetoz', 'inti', 'buai', 'masyarakat', 'olah', 'perintah', 'peduli', 'beneran', 'peduli', 'benerin', 'transportasi', 'publik', 'cuan']"
idntimes,Hore! Hyundai Siapkan Pabrik Baterai Mobil Listrik di Indonesia htetaps://t.co/1uxFtRHNbb,1,"['hore', 'hyundai', 'pabrik', 'baterai', 'mobil', 'listrik', 'indonesia', 'cowok']"
andi_rosita,"Keknya buruh yg kerja di bidang renewable energy kek gue harus mulai bentuk serikat deh, greenwashing parah. Sblm subsidi mobil listrik, mending tuh duit dipake ningkatin elektrifikasi skrng kurang 2% tp itu berarti +2000 desa tnpa listrik itu JUTAAN jiwa drpd subsidi ke org kaya",0,"['kayak', 'buruh', 'kerja', 'bidang', 'renewable', 'energy', 'bentuk', 'serikat', 'greenwashing', 'parah', 'subsidi', 'mobil', 'listrik', 'mending', 'duit', 'pakai', 'ningkatin', 'elektrifikasi', 'arti', 'desa', 'listrik', 'juta', 'jiwa', 'subsidi', 'orang', 'kaya']"
ogysugiyono,Sudah tahu kan Mas kenapa ada subsidi beli mobil dan motor listrik?? htetaps://t.co/EEBiSzdj0t,1,"['subsidi', 'beli', 'mobil', 'motor', 'listrik', 'cowok']"
hakieeem,"Ngapain subsidi mobil sama motor listrik, kalau o emang fokus buat hemat energy kenapa gk subsidi orang2 yg mau beralih ke listrik tenaga surya.",0,"['ngapain', 'subsidi', 'mobil', 'motor', 'listrik', 'emang', 'fokus', 'hemat', 'energy', 'subsidi', 'orang', 'alih', 'listrik', 'tenaga', 'surya']"
barbarganiat,Mobil listrik yg masuk indo jenisnya apaan ya,1,"['mobil', 'listrik', 'masuk', 'indonesia', 'jenis']"
inaanon,Di Norway udh serba listrik. Indonesia juga bisa lebih keren kalau o pada ganti motor/mobil/bis listrik #pakemotorlistrikyuk #pakemobillistrikyuk  #pakebislistrikyuk #lebihhemat,2,"['norway', 'serba', 'listrik', 'indonesia', 'keren', 'ganti', 'motor', 'mobil', 'habis', 'listrik']"
dvyrosady,"Keren ya... uda mulai banyak mobil listrik seliweran dimana2, di bogor jg uda byk yg pake, hemat sih ga perlu bensin lagi! 
#pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",2,"['keren', 'mobil', 'listrik', 'seliwer', 'bogor', 'pakai', 'hemat', 'bensin']"
kabartimlo,"Kebijakan Insentif Mobil Listrik Mendapat Sorotan, Kalangan DPR Minta Kebijakan Dikaji Ulang htetaps://t.co/lPUPDaYlN6",1,"['bijak', 'insentif', 'mobil', 'listrik', 'sorot', 'kalang', 'dpr', 'bijak', 'kaji', 'ulang', 'cowok']"
AnggikSetiawan,"daripada subsidi buat mobil dan motor listrik
lebih baik subsidi solar untuk nelayan
dan subsidi pupuk bagi petani",0,"['subsidi', 'mobil', 'motor', 'listrik', 'subsidi', 'solar', 'nelayan', 'subsidi', 'pupuk', 'tani']"
mildi,Terpantau di parkiran sekolah yg pakai mobil listrik udah 2 orang. Apakah akuh harus ikutttt pakai moblis jugaa?,1,"['pantau', 'parkir', 'sekolah', 'pakai', 'mobil', 'listrik', 'orang', 'akuh', 'ikutttt', 'pakai', 'moblis', 'jugaa']"
dvyrosady,"kalau di depan kamu ada 3 pilihan, mobil listrik, motor listrik, bis listrik, kira2 kamu pilih yg mana buat brgkt ke sekolah/kantor kamu? #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",1,"['pilih', 'mobil', 'listrik', 'motor', 'listrik', 'habis', 'listrik', 'pilih', 'brgkt', 'sekolah', 'kantor']"
dvyrosady,"Aku paling suka tuh mobil listrik karena ga bau knalpot yang suka bikin aku batuk2, apalagi kalau lagi macet2an, makin banyak kan makin kurangin asap dimana2. #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",2,"['suka', 'mobil', 'listrik', 'bau', 'knalpot', 'suka', 'bikin', 'batuk', 'macet', 'asap']"
dvyrosady,"Ga cuma di luar negeri aja yang pake, di indo juga pake dong mobil listrik sekarang! #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",1,"['negeri', 'pakai', 'indonesia', 'pakai', 'mobil', 'listrik']"
dvyrosady,Wuss wuss wuss pake mobil listrik ga kalah satt.sett.. juga loh di jalanan metropolitan ini! #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat,2,"['pakai', 'mobil', 'listrik', 'kalah', 'satt', 'sett', 'jalan', 'metropolitan']"
dvyrosady,Seneng banget kemarin pesan mobil online dapatnya mobil listrik. Hoki banget! Bisa ngerasain ky gmn n ikutan ngurangin polusi! #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat,2,"['senang', 'banget', 'kemarin', 'pesan', 'mobil', 'online', 'mobil', 'listrik', 'hoki', 'banget', 'polusi']"
Haisa_HS,Subsidi kok buat beli mobil/motor listrik. Kenapa gak buat pendidikan dan kesehatan ya.,0,"['subsidi', 'beli', 'mobil', 'motor', 'listrik', 'didik', 'sehat']"
sahnana_,"Semenjak muncul mobil wuling listrik yang kyut itu, jdi penasaran deh 
#pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",1,"['semenjak', 'muncul', 'mobil', 'wuling', 'listrik', 'penasaran']"
xlxhokiwin,"Di era sekarang kemajuan teknologi sangat canggih terutama di bidang otomotif sehitidak tak heran banyak peminatnya yang berbondong-bondong untuk membeli mobil listrik
#pakemotorlistrikyuk 
#pakemobillistrikyuk
#pakebislistrikyuk
#lebihhemat",1,"['era', 'maju', 'teknologi', 'canggih', 'utama', 'bidang', 'otomotif', 'sehitidak', 'heran', 'minat', 'bondong', 'bondong', 'beli', 'mobil', 'listrik']"
Mcdezan84,"Semua mulai beralih ke kendaraan listrik nih.. Mulai dari motor, mobil sampai kendaraan umum lho.. #pakemotorlistrikyuk #pakemobillistrikyuk  #pakebislistrikyuk #lebihhemat",1,"['alih', 'kendara', 'listrik', 'motor', 'mobil', 'kendara']"
ranayhifaz,"Saat ini, kita sudah memasuki era modern dg perkembangn teknologi yg semakin canggih. Memang, saat ini blm memasuki era mobil terbang. Namun, kehadiran kendaraan listrik hemat merupakn inovasi yg futuristik. #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",1,"['pasuk', 'era', 'modern', 'perkembangn', 'teknologi', 'canggih', 'pasuk', 'era', 'mobil', 'terbang', 'hadir', 'kendara', 'listrik', 'hemat', 'merupakn', 'inovasi', 'futuristik']"
Ronnie_Rusli,Mobil listrik itu bagus utk daerah yg jauh dari pomp bensin dan mobil sering dipakai maka mobil listrik perlu. kalau  sering perjalanan jauh perlu beli genset 1000watt taro di mobil buat cas battery,2,"['mobil', 'listrik', 'bagus', 'daerah', 'pomp', 'bensin', 'mobil', 'pakai', 'mobil', 'listrik', 'jalan', 'beli', 'genset', 'watt', 'taro', 'mobil', 'cas', 'battery']"
Thankyo27858791,"3 Hal yang tidak kamu ketahui dari mobil listrik
#pakemotorlistrikyuk 
#pakemobillistrikyuk
#pakebislistrikyuk
#lebihhemat",1,"['mobil', 'listrik']"
wulandita_,"Di indonesia kalau pake kendaraan listrik kaya motor listrik atau mobil listrik kaya di korea keren deh, dan pastinya juga bikin hemat #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",2,"['indonesia', 'pakai', 'kendara', 'listrik', 'kaya', 'motor', 'listrik', 'mobil', 'listrik', 'kaya', 'korea', 'keren', 'bikin', 'hemat']"
anestyaDM,"Sekarang sering banget liat kendaraan listrik di jalanan. Mulai dari motor listrik, mobil listrik, sepeda listrik, sampe scooter listrik juga ada.

 #pakemotorlistrikyuk #pakemobillistrikyuk  #pakebislistrikyuk #lebihhemat

- A thread-",1,"['banget', 'lihat', 'kendara', 'listrik', 'jalan', 'motor', 'listrik', 'mobil', 'listrik', 'sepeda', 'listrik', 'scooter', 'listrik']"
revzzle,daripada subsidi buat mobil/motor listrik mending tambahin transportasi publik¡¡¡,0,"['subsidi', 'mobil', 'motor', 'listrik', 'mending', 'tambahin', 'transportasi', 'publik']"
aaphrodyte,Diliat-liat kayanya sekarang di Indonesia mulai banyak ya yang pake mobil listrik? #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat,1,"['lihat', 'lihat', 'kaya', 'indonesia', 'pakai', 'mobil', 'listrik']"
guudzilla,sekarang orang Amerika udah mulai banyak yang beralih pakai mobil listrik ya guys  Indonesia kayaknya ga kalah nih dari Amerika #pakemotorlistrikyuk #pakemobillistrikyuk  #pakebislistrikyuk #lebihhemat,1,"['orang', 'amerika', 'alih', 'pakai', 'mobil', 'listrik', 'indonesia', 'kayak', 'kalah', 'amerika']"
RevealJkt,"Kebayang gak sih, subsidi puluhan juta rupiah untuk mobil listrik?

Cuy banyak masyarakat Indo yg bahkan gk punya kendaraan bermotor. Mrka dikasih subsidi apa? Subsidi angan-angan? Miris banget subsidi yg ujung2nya buat cukong mobil.

Luhut ini aneh2 saja deh.",0,"['bayang', 'subsidi', 'puluh', 'juta', 'rupiah', 'mobil', 'listrik', 'masyarakat', 'indonesia', 'kendara', 'motor', 'kasih', 'subsidi', 'subsidi', 'angan', 'miris', 'banget', 'subsidi', 'ujung', 'cukong', 'mobil', 'luhut', 'aneh']"
gencarsp,"Subsidi untuk mobil Listrik?
samsek tdk setuju",0,"['subsidi', 'mobil', 'listrik', 'samsek', 'tuju']"
HaryantoRonnyk,Pembeli mobil listrik adalah orang orang kaya. Dan sekarang mereka akan menikmati subsidi mobil listrik.  Sudah hilang akal sehatnya kalau benar- benar mobil listrik akan di subsidi oleh pemerintah.,0,"['beli', 'mobil', 'listrik', 'orang', 'kaya', 'nikmat', 'subsidi', 'mobil', 'listrik', 'hilang', 'akal', 'sehat', 'mobil', 'listrik', 'subsidi', 'perintah']"
cikikalau ap,"kalau  dipikir pikir zaman sekarang emang udah pada canggih dan modern sih yaa. muncul inovasi Hemat dan Kendaraan Listrik kayak motor listrik, mobil listrik, dll. semua serba listrik. ya gasih?? #pakemotorlistrikyuk 
#pakemobillistrikyuk
#pakebislistrikyuk
#lebihhemat",1,"['pikir', 'pikir', 'zaman', 'emang', 'canggih', 'modern', 'muncul', 'inovasi', 'hemat', 'kendara', 'listrik', 'motor', 'listrik', 'mobil', 'listrik', 'serba', 'listrik']"
ddewiagr,Dijaman maju yang serba listrik ini berharap Indonesia gak ketinggalan apalagi kalau  bisa pake motor ataupun mobil berlistrik yakan #pakemotorlistrikyuk #pakemobillistrikyuk  #pakebislistrikyuk #lebihhemat,2,"['maju', 'serba', 'listrik', 'harap', 'indonesia', 'tinggal', 'pakai', 'motor', 'mobil', 'listrik']"
maltchalatte,"Liat orang-orang di Korea pada pake mobil listrik, keren ya #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",1,"['lihat', 'orang', 'korea', 'pakai', 'mobil', 'listrik', 'keren']"
wakandca,"Aku setiap nonton drakor, pasti sering banget ngeliat mobil listrik. Dan aku tuh pengen cobain juga
#pakemotorlistrikyuk
#pakemobillistrikyuk
#pakebislistrikyuk
#lebihhemat",1,"['nonton', 'drakor', 'banget', 'lihat', 'mobil', 'listrik', 'cobain']"
powerpufff39,Jaman semakin berkembang dan maju dan booming kendaraan yang tak lagi mengandalkan bahan bakar minyak (BBM). Kendaraan yang saat ini sedang bikin heboh yaitu kendaraan listrik baik mobil atau motor #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat,1,"['jaman', 'kembang', 'maju', 'booming', 'kendara', 'andal', 'bahan', 'bakar', 'minyak', 'bbm', 'kendara', 'bikin', 'heboh', 'kendara', 'listrik', 'mobil', 'motor']"
indittgo,weh tahun depan mau ada subsidi motor sama mobil listrik yaa mantep juga nanti jadi makin banyak pake kendaraan listrik #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat,2,"['subsidi', 'motor', 'mobil', 'listrik', 'mantap', 'pakai', 'kendara', 'listrik']"
Astiisabila_,"Di negara maju contohnya Korea dan Jepang udh g heran si semua serba listrik. Kaya motor listrik, mobil listrik dll. Nah Indonesia sebagai negara berkembang kayanya bisa jg deh pake serba listrik #pakemotorlistrikyuk #pakemobillistrikyuk  #pakebislistrikyuk #lebihhemat",1,"['negara', 'maju', 'contoh', 'korea', 'jepang', 'heran', 'serba', 'listrik', 'kaya', 'motor', 'listrik', 'mobil', 'listrik', 'indonesia', 'negara', 'kembang', 'kaya', 'pakai', 'serba', 'listrik']"
SaskiaIsyarora,"Wuih di luar negeri udah pada beralih ke kendaraan listrik loh. Indonesia juga udah banyak produksi motor dan mobil listrik. 
#pakemotorlistrikyuk #pakemobillistrikyuk  #pakebislistrikyuk #lebihhemat",1,"['wuih', 'negeri', 'alih', 'kendara', 'listrik', 'indonesia', 'produksi', 'motor', 'mobil', 'listrik']"
lalaXcargott,"Jd tadi kesiangan bangun dan hampir telat ke kerja. Ywdah nelpon temen buat minta tebengan, dan jeng2 dia dateng make mobil listrik dong #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",1,"['siang', 'bangun', 'telat', 'kerja', 'telpon', 'temen', 'tebeng', 'jeng', 'pakai', 'mobil', 'listrik']"
jizz62,"Siapa yg udah ke pameran kendaraan? Setiap ke pameran tersebut gak lupa untuk test ride, motor listrik dan mobil listrik sama-sama sudah pernah saya coba #pakemotorlistrikyuk #pakemobillistrikyuk #pakebislistrikyuk #lebihhemat",1,"['pamer', 'kendara', 'pamer', 'lupa', 'test', 'ride', 'motor', 'listrik', 'mobil', 'listrik', 'coba']"
Patrician_G,"Mobil listrik di subsidi. Atulah, kenapa dananya tidak dipakai buat ngebangun transportasi umum biar lebih baik dan masive ya? kan lebih banyak penerima manfaatnya. Berapa banyak emangnya yang bisa beli kendaraan listrik dari pada yang naik kendaraan umum? #SubsidiTepatSasaran",0,"['mobil', 'listrik', 'subsidi', 'atulah', 'dana', 'pakai', 'bangun', 'transportasi', 'biar', 'masive', 'terima', 'manfaat', 'emang', 'beli', 'kendara', 'listrik', 'kendara']"
Aditlasri3,"Subsidi motor  mobil listrik, kelihatan banget kalau  penguasa terlalu pro cukong dan manfaatkan rakyat buat bisnisnya. Rakyat sudah menduga subsidi sebesar itu adalah keuntungan yang masuk kantong pejabat?",0,"['subsidi', 'motor', 'mobil', 'listrik', 'lihat', 'banget', 'kuasa', 'pro', 'cukong', 'manfaat', 'rakyat', 'bisnis', 'rakyat', 'duga', 'subsidi', 'untung', 'masuk', 'kantong', 'jabat']"
richquack0x,Mobil tenaga listrik mulai dilirik,1,"['mobil', 'tenaga', 'listrik', 'lirik']"
arielamand,"lucu bngt kalau dah pada pake mobil motor listrik semua Terus ada abang-abang pinggir jalan dudk-dudk sambil pegang gulungan kabel, lagi jualan listrik eceran",1,"['lucu', 'bngt', 'pakai', 'mobil', 'motor', 'listrik', 'abang', 'pinggir', 'jalan', 'dudk', 'pegang', 'gulung', 'kabel', 'jual', 'listrik', 'ecer']"
amrubaid,Ku sangat tidak setuju buat pemerintah jika subsidi mobil listrik sampai 80 juta karna subsidi tuk warga miskin bukan golongan menengah keatas. Karena warga miskin juma dpt subsidi 6 jutaan itupun ada yg blm dapat,0,"['ku', 'tuju', 'perintah', 'subsidi', 'mobil', 'listrik', 'juta', 'subsidi', 'tuk', 'warga', 'miskin', 'golong', 'warga', 'miskin', 'juma', 'subsidi', 'juta']"
adityaposman,Mobil/motor listrik disubsidi bukannya ngatasin kemacetan malah nambah padat. Emang hebat,0,"['mobil', 'motor', 'listrik', 'subsidi', 'macet', 'padat', 'emang', 'hebat']"
fdhlmuhammad_,Daripada ngeluarin subsidi buat mobil listrik. Mending bagusin tuh transport publik. Meskipun mobil listrik disubsidi tetep aja yg beli orang2 mampu. Yg ga mampu tetep kemana2 pake angkutan umum/paling mentok pake motor,0,"['subsidi', 'mobil', 'listrik', 'mending', 'bagusin', 'transport', 'publik', 'mobil', 'listrik', 'subsidi', 'beli', 'orang', 'pakai', 'angkut', 'mentok', 'pakai', 'motor']"
PutriSuciLest16,"oh iya selain mobil listrik di sini juga ada motor listrik dan bis listrik loh, wah pada beralih ke kendaraan listrik nih #pakaimotorlistrikyuk #pakaimobillistrikyuk #pakaibislistrikyuk  #lebihhemat",1,"['mobil', 'listrik', 'motor', 'listrik', 'habis', 'listrik', 'alih', 'kendara', 'listrik']"
FisikaRahmah,"Dari kompor listrik, rice cooker gratis, sampe motor mobil listrik mau dibantu dibeliin. Masya Allah hebatnya pemimpin kita. Bayangkan 200juta orang dapat itu semua. Awesome.",2,"['kompor', 'listrik', 'rice', 'cooker', 'gratis', 'motor', 'mobil', 'listrik', 'bantu', 'dibeliin', 'masyaallah', 'hebat', 'pimpin', 'bayang', 'juta', 'orang', 'awesome']"
aymgulai,"kalau pake mobil/motor listrik, pas mati listrik mereka bisa nyala ga ya",1,"['pakai', 'mobil', 'motor', 'listrik', 'mati', 'listrik', 'nyala']"
siKirun,"Urgensi mobil listrik apa sih sebenernya? kalau mau green2an kan banyak cara lain untuk mengatasinya. Sementara orang2 pindah ke kendaraan listrik, kendaraan sekarang dikemanain?",0,"['urgensi', 'mobil', 'listrik', 'sebenernya', 'greenan', 'orang', 'pindah', 'kendara', 'listrik', 'kendara', 'dikemanain']"
achance97,Beli mobil konvensional blm mampu bismillah otw beli mobil listrik. Aamiin,1,"['beli', 'mobil', 'konvensional', 'bismillah', 'jalan', 'beli', 'mobil', 'listrik']"
rzknrsnd,"Mobil sama motor listrik mulai mau disubsidi nih, itu yg duduk dan berdiskusi soal kebijakan ini coba subsidinya alihin ke tarif listrik, kan ada manfaatnya. Beli mobil atau motor listrik kalau ngechasnya pake listrik dari batubara ya sama aja dooong -_-",0,"['mobil', 'motor', 'listrik', 'subsidi', 'duduk', 'diskus', 'bijak', 'coba', 'subsidi', 'alihin', 'tarif', 'listrik', 'manfaat', 'beli', 'mobil', 'motor', 'listrik', 'ngechasnya', 'pakai', 'listrik', 'batubara', 'dooong']"
kedondonglaut,mual anjg dengerin org bahas mobil listrik green green taikotok,0,"['mual', 'dengerin', 'orang', 'bahas', 'mobil', 'listrik', 'green']"
daikiannn,"Daripada subsidi mobil listrik mending mulai dipikirin buat subsidi room heater deh, Bandung pas lagi ngalamin hydrometeorologi bener2 tidak nyaman untuk tinggal.",0,"['subsidi', 'mobil', 'listrik', 'mending', 'dipikirin', 'subsidi', 'room', 'heater', 'bandung', 'ngalamin', 'hydrometeorologi', 'bener', 'nyaman', 'tinggal']"
indrahwk,"Kenderaan listrik (mobil  spd motor) bukan solusi pak @jokowi ,krn hnya akan menambah kemacetan,prioritas transportasi massal teritegrasi yg murah dan nyaman,jgn meninggalkan kebijakan yg tdk bermanfaat buat bgs,biarlah kenderaan listrik itu diekspor  kalau uar negri sj pak",0,"['kendara', 'listrik', 'mobil', 'spd', 'motor', 'solusi', 'macet', 'prioritas', 'transportasi', 'massal', 'teritegrasi', 'murah', 'nyaman', 'tinggal', 'bijak', 'manfaat', 'bgs', 'biar', 'kendara', 'listrik', 'ekspor', 'uar', 'negeri']"
tian_sep_,"Mobil listrik dipake pas mudik gitu, macet panjang resiko mogok tinggi ga si(?) Rada serem kalau buat jarak jauh ya, mentok2 hybrid.

Tapi ya buat apa dipikirin, kek ada duitnya aja",1,"['mobil', 'listrik', 'pakai', 'mudik', 'macet', 'resiko', 'mogok', 'rada', 'rem', 'jarak', 'mentok', 'hybrid', 'dipikirin', 'duit']"
Singularyvin,"Subsidi mobil listrik tapi kalau bahan bakar utama masih pake batubara atau fossil, belum renewable energy mah sama aja dong ya. Mending fokus perbaikan transportasi umum.",0,"['subsidi', 'mobil', 'listrik', 'bahan', 'bakar', 'utama', 'pakai', 'batubara', 'fossil', 'renewable', 'energy', 'mending', 'fokus', 'transportasi']"
Ronnie_Rusli,Saya gak akan beli mobil listrik dlm 5th kedepan. Mobil bensin masih enak gak perlu mikir cas battery. Apa jaminan 100% tdk mogok di jalan? Siapa montirnya? Dimana beli spare parts? Bagaimana kalau  tetiba hujan banjir? Wuichhh banyak masalahnya. Cas battery jd gak bs sembarangan.,0,"['beli', 'mobil', 'listrik', 'mobil', 'bensin', 'enak', 'berfikir', 'cas', 'battery', 'jamin', 'mogok', 'jalan', 'montir', 'beli', 'spare', 'parts', 'tetiba', 'hujan', 'banjir', 'cas', 'battery', 'sembarang']"
riantysuryada,"Drpd subsidi mobil/motor listrik, kenapa ga memperbaikin transport umum? Biar semakin nyaman gitu. Kan bisa mengurangi macet karena penggunaan kendaraan pribadi kan?",0,"['subsidi', 'mobil', 'motor', 'listrik', 'memperbaikin', 'transport', 'biar', 'nyaman', 'macet', 'kendara', 'pribadi']"
novpras,"Kemajuan teknologi telah membantu kita dalam menciptakan banyak hal menakjubkan, seperti robot dan mobil listrik.""#UntukIndonesiaLebihBaik #DigitalBisaUntukSemua #DigitalTranformasiTLKM",1,"['maju', 'teknologi', 'bantu', 'cipta', 'takjub', 'robot', 'mobil', 'listrik']"
DalionoUwais,"Pengembangan teknologi juga telah membawa perubahan besar dalam bidang transportasi, dengan munculnya mobil listrik dan kendaraan terbang tanpa awak.""#UntukIndonesiaLebihBaik #DigitalBisaUntukSemua #DigitalTranformasiTLKM",1,"['kembang', 'teknologi', 'bawa', 'ubah', 'bidang', 'transportasi', 'muncul', 'mobil', 'listrik', 'kendara', 'terbang', 'awak']"
lavamiloo,"Subsidi ke mobil listrik, transportasi umum lah bagusin, percuma aja macet juga jadinya",0,"['subsidi', 'mobil', 'listrik', 'transportasi', 'bagusin', 'macet']"
dhandrianto,"Banyak banget berita pagi ini, AI yg sudah bisa bikin gambar dan cerita, Supermannya gk jadi Henry Cavil pdhl doi udh keluat dari The Witcher, Subsidi konversi mobil listrik 80jt,.. kalau  prancis menang gk kaget sih..",1,"['banget', 'berita', 'pagi', 'ai', 'bikin', 'gambar', 'cerita', 'supermannya', 'henry', 'cavil', 'doi', 'luat', 'witcher', 'subsidi', 'konversi', 'mobil', 'listrik', 'perancis', 'menang', 'kaget']"
wonwons_,"soal mobil listrik ni, pemerentah keknya dah serius bgt, soalnya di PLN deket rumah tiba2 udah ada station buat pengisian batere mobil listrik, cumaaaan CUMAAAAN, keknya org Bojong sm Citayem belom ada yg punya Wuling ataupun Tesla, soalnya paling mentok liat di sini tu mazda deh",1,"['mobil', 'listrik', 'kayak', 'serius', 'banget', 'pln', 'rumah', 'station', 'isi', 'batere', 'mobil', 'listrik', 'cumaaaan', 'kayak', 'orang', 'bojong', 'citayem', 'bom', 'wuling', 'tesla', 'mentok', 'lihat', 'mazda']"
arieza023,"Mobil listrik mau disubsidi
Motor listrik mau disubsidi
Sepeda listrik di-skip :(",1,"['mobil', 'listrik', 'subsidi', 'motor', 'listrik', 'subsidi', 'sepeda', 'listrik', 'skip']"
intansfirman,Puncak momen 2022 dimana aku merasa beruntung ga ngambil master of public policy ketika pemerintah mengumumkan akan menaikkan tarif KRL dan mensubsidi mobil listrik,1,"['puncak', 'momen', 'untung', 'ambil', 'master', 'of', 'publik', 'policy', 'perintah', 'tarif', 'krl', 'subsidi', 'mobil', 'listrik']"
novpras,"Teknologi transportasi, seperti mobil listrik dan pesawat tanpa awak, akan membantu kita mengurangi emisi gas rumah kaca.#DigitalBisa #UntukIndonesiaLebihBaik #DigitalBisaUntukSemua",1,"['teknologi', 'transportasi', 'mobil', 'listrik', 'pesawat', 'awak', 'bantu', 'emisi', 'gas', 'rumah', 'kaca']"
