datetime,username,content,label
2023-02-02 05:22:35+00:00,ihdanziga,"Pada kesempatan itu Ridwan Kamil turut mengampanyekan energi terbarukan seperti kendaraan listrik kepada masyarakat.
#BersamaJuara",positif
2023-02-02 04:48:48+00:00,ihdanziga,"Bobby mengatakan, ia dan Ridwan Kamil berkeliling kota dengan motor listrik untuk mengampanyekan penggunaan kendaraan ramah lingkungan kepada masyarakat Medan. 
#BersamaJuara",positif
2023-02-02 03:44:14+00:00,s51218807,"@EsTeh__28 Gak akan jalanlah kendaraan listrik ini,bakal jadi proyek gagal.",negatif
2023-02-02 03:22:13+00:00,aku_penggembira,@pilihyangbaik Pemimpin Daerah yg mobil dinasnya berupa kendaraan listrik Ridwan Kamil adalah yg pertama #BersamaJuara,netral
2023-02-02 03:21:41+00:00,aku_penggembira,@pilihyangbaik Karena program pemerintah dalam upaya peralihan ke kendaraan listrik ini butuh dukungan semua pihak #BersamaJuara #RidwanKamil,netral
2023-02-02 03:18:29+00:00,aku_penggembira,@pilihyangbaik Ridwan Kamil merupakan salah satu Gubernur yg mendukung penuh transformasi kendaraan dari konvensional ke listrik #BersamaJuara,positif
2023-02-02 03:14:38+00:00,indriyanidinda1,@ivanderfathony Agenda Presidensi G20 bisa dijadikan tempat untuk memamerkan industri kendaraan listrik Tanah Air.,netral
2023-02-02 03:13:22+00:00,cukiman461,@ivanderfathony Jadikan Indonesia menjadi negara terdepan dalam industri kendaraan listrik.,positif
2023-02-02 01:11:41+00:00,pilihyangbaik,"Gubernur Jawa Barat Ridwan Kamil mendukung program pemerintah memberikan insentif bagi kendaraan bermotor listrik berbasis baterai (KBLBB) atau electric vehicle.
#BersamaJuara",positif
2023-02-02 00:03:34+00:00,PriadiSuper,@msaid_didu Mestinya wakil rakyat berteriak lantang.. Gagalkan ide subsidi kendaraan listrik!!.Kecuali fasilitas angkutan umum,negatif
2023-02-01 18:50:14+00:00,alvinrio_1501,"Saya baru melihat eror dari kendaraan listrik menyebabkan banyak pengguna entah kebakaran, sistem kepintaran mesin yang membunuh pengemudi, banyak hal lainnya

#terminator",negatif
2023-02-01 15:37:06+00:00,kunskyu,"kebayang kan kalo nanti semua pada pake kendaraan listrik gmn, sama aje fak bedanya nanti lo antri colokan, dah lah gatau mau beli truk",negatif
2023-02-01 14:36:56+00:00,mboten_gusti,@Dimassept2 @Pamanbaji @PartaiSocmed @irkif_luz sekarang gini.Kendaraan listrik nih tiba tiba dinaikin harganya pas pemerintah mau ngasih subsidi.Subsidi nih jatohnya bayar kenaikan harga kendaraan tiba tiba.jd subsidi nih gak ngurangin harga kendaraan dan gk ada bantuan sama sekali ke rakyat.Nah trus guna subsidi nih apa?,negatif
2023-02-01 14:30:45+00:00,mboten_gusti,@Dimassept2 @Pamanbaji @PartaiSocmed @irkif_luz Ngerti apaan? Subsidi kendaraan listrik nih bohong? Kan emang wkwkwkwk.,negatif
2023-02-01 13:28:36+00:00,masirwanjun,@susipudjiastuti Proyek yg gak ada duitnya. Lebih baik ngurusi kendaraan listrik ajah,negatif
2023-02-01 12:58:11+00:00,dxrxya,"semoga kita selalu waras tinggal di negara yang sainteknya dinomor buntutkan, jualan kendaraan listrik alih-alih memperbaiki transportasi umum, penegak hukum yang malah bunuhin orang, dan tenaga pendidik yang digaji 200rb/bulan",negatif
2023-02-01 12:31:19+00:00,eRBe1213,@CNNIndonesia Kendaraan Listrik dibuat image seolah paling OK. Tapi seberapa yakin anda kendaraan Listrik itu ramah lingkungan? Sementara Listrik di Negara kita masih menggunakan batu bara,negatif
2023-02-01 11:46:22+00:00,PradanaDika29,Strategi besar tersebut adalah dengan menciptakan ekosistem mobil listrik dan baterai kendaraan listrik (EV) sehingga negara lain memiliki ketergantungan kepada Indonesia.,netral
2023-02-01 08:43:27+00:00,akbar84_,@YuliSugiyanto06 @Dr_Moeldoko Industri komponen kendaraan listrik harus ditingkatkan,positif
2023-02-01 04:27:51+00:00,3stnzE,"@tanyakanrl Gw no.
Sama aja jatuhnya mau kendaraan listrik atau nggak. Malah lebih bahaya kendaraan listrik (sampah baterainya dll)
Gw prefer kendaraan yg masih bisa isi bahan bakar minyak di spbu.",negatif
2023-02-01 03:59:06+00:00,BisniscomJatim,"Di sisi lain, wacana pemberian subsidi pada kendaraan listrik sudah bermunculan sejak tahun lalu. Wacana itu disampaikan oleh beberapa pejabat Negara. Teranyar, kebijakan itu disebut bakal terealisasi awal Februari 2023.",netral
2023-02-01 03:47:05+00:00,iptsugii,@PartaiSocmed Wkwwk....brand jepang saja sudah bilang ke sy untuk kendaraan listrik ini butuh waktu cukup lama kalo  dipercepat sifatnya terburu buru. Dari persiapan komponen terutama batere sampai dengan pengisian listrik masih jadi kendala....wkwk...berarti ada udang dibalik bakwan...wkwk,negatif
2023-02-01 02:44:26+00:00,TanoMaskhe,"@arsul_sani @jokowi Apa lebih utama mensubsidi kendaraan listrik buat orang mampu ketimbang subsidi pupuk utk petani yg mnjadi tulang punggung hidup matinya rakyat.? Tanpa swasembada pangan, rakyat tdk akan sanggup bertahan. Tapi klu tanpa kendaraan listrik, rakyat sanggup bertahan sampai kiamat.🙏",negatif
2023-01-08 07:44:20+00:00,thwrmn,"@pandji Marketing bang, dia juga yg ngotot subsidi pembelian kendaraan listrik",negatif
2023-01-08 06:28:06+00:00,stepupreneur,@PinkyStevanie gini amat maksa beli kendaraan listrik,negatif
2023-01-08 06:22:37+00:00,yudalaisma,"@pandji Semua digiring menggunakan listrik,muncul kebijakan semua kendaraan harus di ganti listrik kalo gak di ganti kena denda. Begitu ini itu serba listrik, listrik di padamkan. 
Internet mati, ini itu mati.
Terus muncul cahaya terang dari barat kirain matahari ternyata nuklir.",negatif
2023-01-08 05:50:18+00:00,kinan_hp,"Drpd menyuruh rakyat pindah ke mobil/kendaraaan listrik mending setiap kota diperbaiki moda transportasi publiknya itu lebih bermanfaat. Negara ini sudah dibodohi negara produsen kendaraan pribadi puluhan tahun, yg produksi aj sedikit yg pake mblnya, mereka pake transport publik.",negatif
2023-01-08 05:20:34+00:00,PeyoungFivesila,"@pandji Ya gua juga curiganya ini siasat buat naikin demand dari listrik. Faktanya supply listrik indo 50% masih dari PLTU, otomatis bakal berbanding lurus sama permintaan batu bara. Aneh banget udah menggaungkan kendaraan listrik sementara supply dari renewable energy baru 12%.",negatif
2023-01-08 01:02:25+00:00,BogangDhen,@Nenk_Priangan Kalau benar itu diterapkan hanya tiga kemungkinan pertama pemerintah ingin membatasi kegiatan rakyatnya kedua yang bikin peraturan bego dan tolol dan yang ketiga rakyat dipaksa migrasi ke kendaraan listrik,negatif
2023-01-08 00:20:35+00:00,RumahGudeg,"@ZidWorld_ Tamak kali nih orang bang udh waktunya di libas aja, tambang main, waktunya kopit pcr main, waktu kendaraan listrik main lagi dan akan terus",negatif
2023-01-07 22:28:09+00:00,tayoo120,"@NenkMonica Mungkin ini cara mereka untuk memaksa masyarakat menggunakan kendaraan listrik. Maybe,,",negatif
2023-01-07 22:07:23+00:00,Mr_Hendra_H,@6undul0h Apa ini akal bulus pemaksaan secara halus agar masyarakat beralih ke kendaraan listrik?,negatif
2023-01-07 17:27:48+00:00,momentobi,Listrik msh padam mulu pake acara beralih kendaraan listrik 😩😩,negatif
2023-01-07 15:58:20+00:00,kasamago,@NenkMonica Persiapan menuju era kendaraan Listrik.. Kendaraan Combustion di persulit,negatif
2023-01-07 15:13:46+00:00,tobiin,"@humasbandung_ rakyat bayarin pejabat buat beli mobil listrik, kalo kendaraan umum buat rakyat ntar2an aja.",negatif
2023-01-07 14:30:59+00:00,bedebach8716,@susipudjiastuti Dan subsidinya masuk kantong pemilik perusahaan kendaraan listrik. Siapa tuh...,negatif
2023-01-07 14:28:44+00:00,aloel_ku,ada kepentingan apa sih kendaraan listrik.. kendaraan operasional PLN saja belum 100% listrik..,negatif
2023-01-07 09:53:49+00:00,cliffthamess,@Stockbit ritel atau pabrik otomotif yg produksi kendaraan listrik karena adanya insentif gede2an,netral
2023-01-07 08:21:39+00:00,SochmaCita,"Hyundai Motor Group Berencana mendirikan Hyundai Energy Indonesia, perusahaan yang akan memproduksi Battery Pack untuk kendaraan listrik berbasis baterai atau Battery Electric Vehicles ( BEV ). @hyundaimotorid #Hyundai #HyundaiIndonesia #STARGAZER #CRETA",netral
2023-01-06 16:25:17+00:00,alvinrio_1501,@hilmia0123 kendaraan listrik itu beban,negatif
2023-01-06 04:26:14+00:00,bimgem,"Banyak banget yang di 2023 ini pengen beli kendaraan listrik, perusahaan kendaraan juga kayak lomba lomba buat produksi kendaraan dengan solusi ramah lingkungan ini.
Nah buat lo yang belom yakin sama kendaraan listrik apalagi motor, saran gue cobain pake sepeda listrik dulu deh.",netral
2023-01-06 04:04:59+00:00,indowfofficial,(11) Deputi Bidang Koordinasi Infrastruktur dan Transportasi Kemenko Marves Rachmat Kaimuddin mengungkapkan pemberian insentif dapat membuat pemerintah menghemat pemberian subsidi BBM serta mendorong industri kendaraan listrik yang masih lesu di Indonesia.,netral
2023-01-06 04:02:30+00:00,indowfofficial,"(8) Electrum dan Pertamina NRE akan menjajaki kerja sama ekosistem kendaraan listrik termasuk kolaborasi terkait infrastruktur baterai, seperti pengembangan teknologi, manufaktur, hingga komersialisasi.",netral
2023-01-06 03:49:57+00:00,AgusSup78953147,"@bozzvanc1 Kendaraan tenaga BBM akan terus dipersulit. Kendaraan listrik akan semakin mudah segala aturannya.
Jgn cm fokus terhadap aturan beli BBM nya aja, ini terkait ke hal2 lain yg akan bersinggungan .",netral
2023-01-06 02:55:02+00:00,CindyaReginna,@dutaSherliana Jadikan Indonesia menjadi negara terdepan dalam industri kendaraan listrik.,positif
2023-01-06 02:37:13+00:00,TahananAzkaban,"@kabarpenumpang Dahlah nikmatin transport publik yg nyaman dan murah susah bener. Malah dipake buat kendaraan listrik, makin macet tuh jalan",negatif
2023-01-06 00:57:00+00:00,BerdayaBumn,"Sobat BUMN, PT INKA (Persero) mendapatkan 2 penghargaan dari Direktorat Jenderal Pendidikan Tinggi, Riset dan Teknologi (Ditjen Diktiristek) yakni sebagai mitra dengan inovasi bidang kendaraan listrik terbaik untuk mendukung ekonomi hijau Indonesia (Bus Listrik Merah",netral
2023-01-05 19:47:06+00:00,WirdunaDony,@CNNIndonesia Pantesan ngotot subsidi kendaraan listrik !,negatif
2023-01-05 08:32:35+00:00,ariezilectrik,@e100ss Kendaraan listrik memang tidak efisien. Karena pakai sistem baterai.,negatif
2023-01-05 06:10:26+00:00,luxuntenebrae,"@kabarpenumpang @Outstandjing yang bisa beli kendaraan listrik juga cuma kaum menengah atas, ngapain di subsidi coba. hahahahahaha",negatif
2023-01-05 04:26:52+00:00,harmadiherry,"@msaid_didu seharusnya subsidi diberikan kepada angkutan masal yg digunakan banyak orang seperti bus, kereta listrik, angkutan antar kota antar pulau. Bukannya diberikan untuk kendaraan listrik yg hanya digunakan oleh segelintir orang (warga yg mapan secara ekonomi dan keuangan)",negatif
2023-01-04 09:06:42+00:00,Satriaadhy13,"@MStatikka Semoga ya ekosistem kendaraan listrik ini semakin baik kedepannya 
#arsjadrasjid #transisienergi #inklusifkolaboratif Ketua Kadin",positif
2023-01-04 09:06:10+00:00,anindyarisha,"@MStatikka Kendaraan listrik ini sangat berguna banget sih buat masa depan nanti  
#arsjadrasjid #transisienergi #inklusifkolaboratif Ketua Kadin",positif
2023-01-04 07:29:55+00:00,SuryaPAA56,"@detikcom Daripada uangnya untuk Subsidi Mobil Listrik ya mending alihkan saja untuk Subsidi KRL, Bus TransJakarta, MRT dan Transpirtasi Masal lainnya.... nggakpeduli yg naik org Kaya/Miskin akan berdampak pengurangan Kendaraan Pribadi di Jalanan, mengurangi emisi dll.",negatif
2023-01-04 00:12:41+00:00,cumaitusaja,"@worksfess Selain wfh, pemerintah harusnya menekan peredaran kendaraan pribadi. Daripd duit buat subsidi motor listrik mending banyakin transport umum, kaya krl, transjakarta ato bis bis trans kota lainnya, bagusin fasilitas transport umumnya, dorong masyarakat pejabat naik transport umum",negatif
2023-01-03 03:09:42+00:00,bdleonanda,"@rahmargha Berita tersebut merupakan bukti bahwa kendaraan listrik tidak handal dalam mengatasi masalah energi dan transportasi. Sehingga setiap rumah harus disediakan dua jenis kendaraan, listrik dan berbahan bakar minyak. Mubazir.",negatif
2023-01-02 13:59:23+00:00,AZIZxAZOY,"Listrik masih batubara mau gaya-gayaan kendaraan listrik, beli nuklir dah buruburu jangan kemakan mafia barubara!",negatif
2023-01-01 10:46:17+00:00,NoContextZnzz,"Oh ya terus balik lagi ke half-assed policy pemerintah pusat yang mau cabut subsidi KRL sambil subsidiin mobil listrik. Ya lu bikin insentif buat kalangan orang kaya gua buat lebih naik mobil daripada naik kendaraan umum, kalo kaya gini gimana lu bisa ngurangin macet Bambang???",negatif
2023-01-01 09:39:51+00:00,rmdn_hani,"saatnya untuk beralih ke kendaraan listrik. Berikut beberapa alasan mengapa kendaraan listrik adalah pilihan masa depan:

Efektif biaya: Meskipun kendaraan listrik mungkin memiliki biaya awal yang lebih tinggi, mereka jauh lebih hemat untuk dioperasikan dan dipelihara dalam ...",positif
2023-01-01 08:20:28+00:00,faupawrf,"Kendaraan listrik ngurangin polusi, bisa jadi, tapi pembangkit listrik paling banyak saat ini ya masih batu bara. Kayaknya bakal tetep plus minus sih polusi nya.",netral
2023-01-01 08:20:27+00:00,faupawrf,"Kalau subsidi kendaraan listrik jadi,bisa banget nambah jumlah kendaraan, ditambah wacana tarif krl yg naik dan 'ongkos' kalau pake kendaraan listrik relatif lebih murah, ya bisa jadi tambah macet yang ada",negatif
12/24/22 22:10,emkafa_,"Naik mobil listrik enak juga ya, tidak berisik.",positif
12/24/22 22:07,candrasurya,Kita bayar pajak bukan buat subsidi orang kaya dengan mobil listriknya ..Paham kan,negatif
12/24/22 18:42,fkryyh,mobil listrik kenapa bagus banget dah,positif
12/24/22 16:41,Anaksiapayaa,Lama juga nunggu ngecas aki motor padahal cuma 3500mAh ini kalau ngecas baterai mobil listrik berapa lama yak,negatif
12/24/22 15:06,pengarang_sajak,"Itu menteri Industri kalau  berani subsidi mobil listrik 80jt, motor 5jt bakal gue bacotin habis2an..
Wacana ga usah dilempar dulu ke publik sebelum dibahas sama Kemenkeu dan Pak Jokowi..
Menteri egois hanya mentingin departemennya..",negatif
12/24/22 13:50,whiskassikecil,"Rencananya, pemerintah mau kasih subsidi 80 juta buat mobil listrik, 8 juta buat motor listrik. Ini kenapa yang dibantu orang-orang yang MAMPU ya gaes? Urgensinya apa buru2 bergerak ke era non-minyak ini sedangkan sarana dan prasarana nya aja belum siap menunjang? ",negatif
12/24/22 11:05,sukmaxum,"Mobil listrik benefitnya mengurangi polusi.
Kendaraan umum benefitnya mengurangi polusi dan macet.

Mobil listrik prioritas subsidi #LuhutLogic",netral
12/24/22 9:00,Princesslaulaa,"Tidak semua mobil listrik akan diberikan insentif
#EkonomiKuatNKRIMaju",netral
12/24/22 8:41,RETTOVELUVET,kalau pake mobil listrik ke desa desa ngechargenya gimana,netral
12/24/22 8:04,weserkirii,"Jakarta Masalah : macet, antri transportasi publik, macet lagi, strobo

Solusi pemkot : mobil listrik ",netral
12/24/22 1:52,ChusnaIsna,"Listrik sudah mati lebih dari 12 jam. Gini kok mau buat kebijakan kompor listrik, mobil listrik.",negatif
12/23/22 23:23,aumorez,gak suka motor/mobil listrik. kalau hybrid boleh,netral
12/23/22 21:40,syndassko,Sedang membayangkan punya mobil listrik tapi listriknya mati,netral
12/23/22 16:06,hrdbacot,"apa ada yang udah menggunakan mobil/motor listrik buat kerja secara daily?
",netral
12/23/22 13:04,kyogas,"Scooter listrik dulu, mobil listrik kemudian..",netral
12/23/22 2:10,tanyakanrl,"cotizen ada yang udah make mobil/motor listrik buat Kerja secara daily?

gimana reviewnya?",netral
12/23/22 0:07,jjicheongie,"Beberapa waktu lalu sharing sama temen tentang mobil listrik. Terus mendadak kepikiran kalau banjir, mobilnya konslet tidak ya? ",netral
12/22/22 21:32,agaandreawan,Bismillah 2023 mobil listrik,positif
12/22/22 20:40,LingkunganHdp,Mazda rx-7 atau model2 yg miripnya ini timeless bener sih bentukannya. Ada mobil listrik yg sporty pun gw bakal tetep milih rx-7,netral
12/22/22 18:55,pambayunsw,"Kenapa mobil listrik tidak kena ganjil genap? Soalnya kalau ganjil genap untuk mengurai/mengurangi kemacetan, mobil listrik yang kena macet juga jadi penyebab kemacetan bukan?#cumananya",netral
12/22/22 16:12,Rejojoyo1,"Yang miskin beli gas melon nunjukin KTP, yang kaya beli mobil listrik nunjukin rekening auto subsidi....
Keadilan Sosial bagi Seluruh Rakyat Indonesia.....",netral
12/22/22 15:43,Benshon69,"Mati listrik aja ga kelar.
Sokan mau pake mobil listrik.",negatif
12/22/22 15:42,UGM_FESS,ugm_fess di jogja ada spbu buat ngecas mobil listrik ga ya?,netral
12/22/22 15:32,Mookecap,"Yok bisa yok amin.
Sekalinya beli langsung mobil listrik aja",positif
12/22/22 15:04,tchamomilee,"This might be unpopular opinion

kalau  beli mobil/motor listrik, kita tetap sih harus alokasikan budget bulanan buat battery replacement 5-10 tahun kedepan. Karena memang kendaraan listrik minim perawatan, tapi sekali ganti battery bisa setengah harga kendaraannya",netral
12/22/22 15:00,BismahBalqis,"Indonesia harus serius garap hilirisasi nikel. Karena indonesia berpeluang menjadi produsen mobil listrik terbesar dunia. Dan Indonesia Punya cadangan nikel terbesar dunia. 
Tolak Paksa Ekspor 
#HilirisasiSDA",positif
12/22/22 15:00,AurelliaAzkiaa,"Ke depan jika pemerintah terus konsisten menjalankan kebijakan hilirisasi, maka kita berkeyakinan Indonesia menjadi raja baterai mobil listrik bukan hal yang mustahil. 
Tolak Paksa Ekspor 
#HilirisasiSDA",positif
12/22/22 13:15,TuitPalembang,"Cara Lengkap Cari POM Listrik lewat PLN Mobile, Liburan Pakai Mobil Listrik makin Asyik",positif
12/22/22 12:16,bangwinissimo,"Bikin charging station untuk sepeda listrik, motor listrik dan mobil listrik yang mengambil dayanya dengan solar panel.....seru kali ya. Off grid.....resikonya, dimusuhi PLN",positif
12/22/22 10:08,akuiyong,"Kita, lebih tepatnya gw, belum terbiasa dg keberadaan pengendara yg pake motor dan mobil listrik, kyk kaget bgt gt loh tiba2 ada disamping, tiba2 nyalip, tiba2 muncul   sunyi senyap menjerumuskan Wah susah nih masa transisi adaptasi kendaraan listrik di jalanan umum",negatif
12/22/22 9:57,setsetbud,"daripada mobil/motor listrik yg disubsidi, lebih baik tambah transportasi umum listrik sama subsidi tarifnya, memberi subsidi ke pembeli kendaraan pribadi nambah problem? Lagipula yang beli mobil kan taraf orang mampu, sedangkan tarif transportasi umum kan yang jangkau semua kasta rakyat
",negatif
12/22/22 7:24,patrickadolft,Kebijakan mobil listrik lebih heboh dan populer timbang transportasi umum.,negatif
12/21/22 23:07,wiponk,"Dari kemaren rame perkara kursi ekonomi KAI, pada nyalahin konsumen.

kalau pada gtw kode keretanya berarti UX-nya jele.

kalau masalah kursi, ayolah daripada subsidi mobil listrik, better benerin transportasi umum agar lebih comfort.

Hoiya lupa ada bisnis di dalam perlithiuman",negatif
12/21/22 19:17,arbainrambey,"Misalkan mobil listrik lebih canggih duluan, gak mungkin ada yang mau pindah ke mobil BBM
#listrikalau ebihmajumemang",netral
12/21/22 13:02,ikwanashari,"Subsidi mobil dan sepeda motor listrik lebih baik untuk baterai setelah jangka pemakaian habis, kira kira 8 tahun karena pergantiannya sangat mahal, bisa 30 juta minimal sel yang diganti ",netral
12/21/22 9:52,ethadisaputra,"Tolong, Hamba Pusing!!! Logikanya dimana? Mengurangi emisi kurangi BBM, pakai Mobil Listrik EV, isi dengan listrik, PLN pakai batubara. Jadi cuma mindahin asap dari knalpot ke pembangkit listrik.",negatif
12/21/22 9:33,hanmula,"kalau mobil listrik dpt subsidi 80 jt
Itu yg jualan skrg bisa makin laris ya",netral
12/20/22 22:39,tsudemsti,Tiba tiba kepikiran mobil listrik gampang kesamber petir ga,netral
12/20/22 21:46,akuluka,Kenapa EV/mobil listrik itu headlampnya pada sipit sih? Apa karena ngirit jadi dipirit?,netral
12/20/22 19:02,satzchoochoo,"Kelemahan motor dan mobil listrik itu jika di Indonesia adalah tikus got, tikus sawah dan tikus rumah. Sudah pasti dunia perkabelan akan tergigit manja. Ditambah juga dengan adanya banjir dan panas mentari.",netral
12/20/22 19:01,lantip,"makin sering saja mati listrik.
padahal tidak hujan.

gini, masih ngide kompor listrik? mobil listrik? motor listrik?",negatif
12/20/22 14:56,faridaindria,"Dikasih tahu petugas @transjakarta, Januari nanti tarif naik. Begitu juga KRL. Pemerintah lebih peduli subsidi mobil listrik dan sepeda motor listrik, dibanding transportasi publik. Ingin nangis, dengan kebijakan transisi energi ini :(",negatif
12/20/22 14:27,diazdanar,Jadi kapan mobil listrik jd 100jutaan ??,netral
12/20/22 13:24,debilioner,"Kan katanya mau ada subsidi smp 80 jt buat mobil listrik tu. Kata gua mah mending duitnya digeser buat bangun spkalau u canggih sama akses listrik di daerah dah, menurut gue range anxiety kita masih sangat besar dan orang kita itu menggunakan mobil salah satunya buat perjalanan jauh.
",netral
12/20/22 12:35,abdulmuisme,"Malah mobil listrik yg disubsidi 

Konoha oh konoha 
Yang kaya makin kaya 
Yang miskin makin miskin",negatif
12/20/22 11:54,gasgus_,mobil listrik tuh kalau o di cuci pake aer bakal konslet ga ya? apalagi di steam.,netral
12/20/22 9:27,nurdin16341198,"Mobil listrik ramah lingkungan,tapi jangan lupa tambang nikel itu merusak lingkungan broo...",negatif
12/20/22 7:21,defastd2,"Hidup di jaman pagi-pagi nongkrong di PLN, bukan karena antri bayar listrik tapi cuma mau ngecas mobil karena di rumah listriknya mati.",positif
12/20/22 3:15,farrelisaboy,mobil listrik batrenya bisa kembung ga ya?,netral
12/19/22 22:40,Capricorn0Angel,"Kenapa semuanya panas kalau  mobil listrik disubsidi, termasuk orang2 berkecukupan yg masih pake BBM subsidi.

Pdhl subsidi EV menunjukkan keseriusan pemerintah utk bangun ekosistem EV di INA, spy investor ga bangun pabrik mobil listrik di Thai (yg sudah subsidi EV duluan)",positif
12/19/22 22:06,arm_kymydi,"Masih bingung ama subsidi mobil listrik, buat siapa sih? Paling juga yang beli kelas menengah, dan kayaknya bakalan nambah volume kendaraan di jalan",negatif
12/19/22 20:18,rusyanaagus676,"Akhir cerita mobil listrik , motor listrik di beberapa negara jadi RONGSOKAN ... @jokowi  @abdrrahmanhdr  @NenkMonica  @kr1t1kp3d45_pro  @susipudjiastuti  
@airlangga_hrt  @ridwankamil  @abu_waras  @budimandjatmiko  @puanmaharani_ri",netral
12/19/22 19:19,blue_lazule,Daripada ngasih subsidi buat beli mobil listrik mending itu dana subsidinya dipake buat beli tambahan Armada Tije aja apalagi jurusan yang busnya jarang2 padahal yang butuh banyak :(,negatif
12/19/22 17:14,AldhiTR,Mobil listrik kok belum ada yang kepikiran pasang panel surya di atapnya ya. Jadi kalau parkir siang siang keisi daya otomatis,netral
12/19/22 16:41,aozora_ands_48,"Toyota sampai sekarang baru ngerilis bZ4X sebagai mobil listrik murni pertamanya di Indonesia, masih fokus ke jenis hybrid",netral
12/19/22 15:32,CitaMellisa,"Di Malang wira wiri mobil listrik 800 juta sampe 1 M lebih. Pepper Lunch, Sushi Tei, Gyukaku, Kimukatsu, Tuku udah buka.. Gils. Udahlah bisa abis ini Uniqlo ama Zara buka sini deh cuss",netral
12/19/22 15:02,AnggiDiani2,"Setelah ekosistem baterai kendaraan listrik dibangun, Jokowi bilang investasi bakal berbondong-bondong masuk. Dia meyakini motor dan mobil listrik akan menggantikan kendaraan konvensional.
Kendaraan Listrik Dunia

#RajaBaterai",netral
12/19/22 15:01,Steviyyy,"Hari ini kita melakukan groundbreaking terhadap suatu investasi besar. Indonesia harus menjadi salah satu negara pemain terbesar ekosistem baterai mobil listrik,
Kendaraan Listrik Dunia

#RajaBaterai",positif
12/19/22 15:01,Asep_Saepuddinn,"Ini sudah dilirik negara lain, dimana produsen mobil listrik yang ada di dunia saat ini itu juga mulai melihat kemungkinan untuk membuat produksi di Indonesia untuk melanjutkan value chain kedepannya,.
Kendaraan Listrik Dunia

#RajaBaterai",positif
12/19/22 15:00,laylamaulidaaa,"Pertambangan nikel, Indonesia punya tambang nikel, tapi tidak boleh berhenti di situ saja. Pemerintah harus mengembangkan industri hilir seperti industri litium baterai sampai produksi mobil listrik. 
Kendaraan Listrik Dunia 
#RajaBaterai",netral
12/19/22 15:00,Arifmuhammad122,"Indonesia bisa menjadi pemain global. Mulai dari merajai bahan baku nikel, hitidak menjadi salah satu pangsa pasar terbesar untuk mobil dan motor.

Kendaraan Listrik Dunia

#RajaBaterai",netral
12/19/22 15:00,laylamaulidaaa,"Indonesia berpeluang menjadi produsen mobil listrik terbesar dunia. Karena Indonesia punya cadangan nikel terbesar dunia. 
Kendaraan Listrik Dunia 
#RajaBaterai",positif
12/19/22 14:16,fbimm_,"Pertama kali liat ada Tesla di dkt rmh. Seneng sih akhir2 ini banyak Air EV, Ioniq 5, dll banyak berkeliaran.

Msh ngebayangin coba kalau  Tesla msk resmi disini, pajaknya dr awal diringanin, kaya di US Tesla udh kaya kacang goreng, Supercharge dmn2, 
Pasti mobil listrik udh banyak.",positif
12/19/22 11:19,lapconq,Anjir lah makin kesel gue macet2 gini frekuensi bus bukannya ditambahin malah subsidinya buat mobil listrik ngentot,negatif
12/19/22 11:15,akmaldika,Daripada subsidi mobil dan motor listrik mending pemerataan internet cepat aja sih,negatif
12/19/22 10:54,puttiara,Di kantor udah ada free charger mobil listrik semakin semakin kepikiran,positif
12/19/22 10:24,mesmoryzing,Apa sih manfaat dari subsidi mobil listrik?,netral
12/19/22 7:55,Yopiluthfi2,"Heran..
Sibuk urusin kac mobil listrik atau ikn.
Ehhhh beras sama garam aja masih import.lama lama ketinggian halu nih pemimpin negri konoha",negatif
12/18/22 22:50,coldlemonade78,"Serius nanya, mobil listrik tetep ada asapnya?",netral
12/18/22 19:41,rahmiko29,"Pulang beli jajan liat mobil unik. Mikir lah itu mobil apa
Eh pas buka tiktok lewat video ternyata mobil listrik ²",netral
12/18/22 17:17,liamairy,"ternyata edukasi tentang konversi dari bahan bakar minyak ke energi listrik masih harus digiatkan

sore ini ngobrol dengan pengemudi taksi yang menolak ganti unit mobil dari yang bertenaga BBM menjadi unit mobil yang bertenaga listrik, apa pasal?  Bapak pengemudi ini keberatan...",netral
12/18/22 13:49,Hasbil_Lbs,"Kita ini mau dibawa mereka ke imajinasi sesat mereka. Melekatkan hal2 yg berbau teknologi (mobil  motor listrik, Ka cepat, dll) agar terlihat keren. kalau  punya APBN Rp 20 ribu Triliun boleh lah. 

Hentikan imajinasi sesat itu, lebih baik urusin beras yang masih impor!!!",negatif
12/18/22 12:07,ceasarru,Pada sadar gak ya orang2 kalau o Wuling Airev itu secara gak langsung bikin gambaran mobil listrik yg muat di kantong banyak orang Indonesia. kalau kantong kalian tipis ya kalian cuma bsa dpt EV dengan bentukan dan spec yg mirip2 kyk gitu.,positif
12/18/22 10:02,weedcaksono,"Mobil listrik udah mulai jaman ya? Kemaren gua ngetes ioniq 5 punya temen gua enak kok. Meskipun jgn lupa sama kontra nya ya, dan gua pernah bahas minus nya mobil listrik.",positif
12/18/22 9:23,achmadardians,kalau punya mobil listrik terus baterainya abis bisa dicas pake powerbank ga?,netral
12/18/22 8:37,LOSSAINTOS,mobil listrik kalau o macet tetep ngabisin bhan bakar gk??,netral
12/18/22 5:17,stroberimilktee,"Subsidi pembelian mobil/motor listrik termasuk salah satu renewable strategy yg bagus dan Indonesia berhak ngomong dan nego kira2 begini perihal carbon market, ""yg nyumbang emisi paling banyak adalah negara maju toh, sbg negara berkembang kita juga berkewajiban contribute",positif
